player_id,beta_1,beta_2,beta_3,beta_4,beta_5,p_kill,p_death,p_trade_att_kill,p_no_trade_att_kill,p_traded_kill,p_two_piece,p_trade_att_death,p_no_trade_att_death,p_fail_trade,p_traded_death
ENABLE,1.007926886008198,1.1826766084540523,1.1863813806534005,1.7904209872187813,1.5750631842934018,0.501973898069555,0.49802610193044505,0.5418469249513419,0.4581530750486581,0.3476658578531468,0.19418106709819508,0.5426232546395223,0.4573767453604777,0.33190094772711215,0.21072230691241017
FACCENTO,0.9148532042180263,1.1259847653006991,1.1383858453565714,1.9944148088886096,1.659173346524068,0.477766756325129,0.522233243674871,0.5296297432034702,0.4703702567965298,0.3527572064956904,0.1768725367077798,0.5323575480208755,0.46764245197912446,0.3321609159672543,0.20019663205362126
FELONY,0.9392157875760831,1.177673459893414,1.0632906206210588,2.111837978988129,1.844076634216106,0.48432763057795286,0.5156723694220471,0.5407943300879715,0.4592056699120285,0.367008183849143,0.1737861462388285,0.5153373014902787,0.4846626985097213,0.3341406012008304,0.1811967002894483
FERO,1.0102531289409915,1.2403506528226573,1.2124596836064938,1.80127667488816,1.94743047428469,0.5025502084273319,0.4974497915726681,0.5536413022041516,0.44635869779584836,0.3560023802200332,0.19763892198411842,0.5480143627431363,0.4519856372568637,0.36208483275952114,0.18592952998361517
FIGHTA,0.8881627194556924,1.411312638791712,1.1530990917034087,2.0951299600615956,1.9050442244376726,0.47038462856195273,0.5296153714380473,0.5852881190466072,0.41471188095339284,0.39618842804850785,0.18909969099809934,0.535553192208698,0.464446807791302,0.3512003387465912,0.18435285346210684
FORMAL,1.1609825692258813,1.0416695539862388,1.2593864451775,1.4508345375056302,1.9997412055717603,0.53724753996594,0.46275246003406,0.5102047742997591,0.4897952257002409,0.3020288381066014,0.20817593619315766,0.5574019654165718,0.44259803458342817,0.37158528083683345,0.18581668457973838
GENERAL,1.006338398465428,1.104318092630951,1.341108041823424,1.7784407336452237,2.323548196911358,0.5015795935696281,0.4984204064303719,0.5247866738864859,0.4752133261135141,0.3359085497171851,0.18887812416930083,0.5728518367648134,0.42714816323518656,0.40049031142356023,0.17236152534125318
GODRX,1.0632389407196465,1.4187780748742032,1.3337461493114513,1.8388751898642064,1.7762974095570703,0.5153251616842762,0.4846748383157238,0.5865681062732435,0.4134318937267565,0.37994820682592007,0.20661989944732342,0.5715043813591122,0.4284956186408878,0.3656530992191739,0.2058512821399383
GOONJAR,0.9949879992683376,1.1504293719530074,1.1788809785284988,1.7580946257920949,1.4273749081544487,0.4987438519095101,0.5012561480904899,0.5349765897720203,0.46502341022797966,0.34101058702170467,0.19396600275031567,0.5410488182446078,0.4589511817553922,0.3181541939214243,0.22289462432318352
GUNLESS,1.0829184896801896,1.2360718966200601,1.207485522664756,1.8219933874396266,1.7220527465398894,0.5199044009861665,0.4800955990138335,0.5527871883227224,0.44721281167727756,0.35690182913544877,0.1958853591872737,0.5469958965833422,0.45300410341665776,0.34604611804629865,0.20094977853704363
HAWQEH,0.9296552408326972,1.1196190539019784,1.2370087298682042,1.699011296140549,1.5557110793232638,0.4817727131565359,0.5182272868434641,0.52821711139126,0.47178288860873996,0.3325094786938408,0.19570763269741925,0.5529744758488644,0.4470255241511356,0.3366063267561709,0.21636814909269347
HUKE,1.0708235022698047,1.244751269847503,1.1737607152538534,1.7860939226476584,1.779797666680539,0.5171003231787199,0.4828996768212801,0.5545163451147374,0.44548365488526265,0.3554863193833098,0.19903002573142756,0.5399677650889835,0.4600322349110165,0.3457206184130963,0.19424714667588713
JKAP,0.9613852058592492,1.1660714703923103,1.1098249774108164,1.7911457583165835,1.9765809447609315,0.4901562441621879,0.5098437558378122,0.5383347162506673,0.4616652837493327,0.34546241115996085,0.19287230509070646,0.5260270350826906,0.47397296491730945,0.34930513675550123,0.17672189832718935
JOEE,0.8271555420050417,1.514056190373476,1.1291707892138736,1.9300628276795195,1.7549233844627345,0.4527012194579543,0.5472987805420457,0.6022364162626592,0.3977635837373408,0.39669938457395515,0.20553703168870407,0.5303335903977824,0.4696664096022176,0.3378296560274957,0.19250393437028665
JOHN,1.0319266938625105,1.3970608091296757,1.165158256102462,1.6531153503654255,2.16002658536644,0.5078562612418416,0.4921437387581584,0.5828224314580155,0.4171775685419845,0.36314768894154686,0.21967474251646865,0.5381399963806264,0.4618600036193736,0.36784396188754215,0.1702960344930842
JOHNNY,1.1634259756699894,0.9199401020348256,1.0826002228928133,1.4022071244789684,1.710025218055621,0.5377701796844189,0.46222982031558113,0.47915041779680423,0.5208495822031958,0.27968784318607803,0.19946257461072617,0.5198310318958091,0.48016896810419085,0.32801324790161607,0.1918177839941931
JOSHH,0.8854067466682265,1.4643990259885218,1.1741975720862012,1.9704934321534477,1.8823299501593767,0.4696104690581288,0.5303895309418711,0.5942215568767809,0.4057784431232191,0.3941801932283172,0.20004136364846367,0.5400601983744868,0.4599398016255132,0.35269087990190023,0.18736931847258656
JURD,0.9782796174565859,1.2965960289445244,1.1675050475613695,1.7844683165960813,1.8132449052299733,0.4945102850093205,0.5054897149906795,0.5645729647718748,0.4354270352281252,0.36181505892432464,0.20275790584755018,0.5386400593968229,0.4613599406031771,0.3471743045329424,0.1914657548638805
JURNII,1.0079666539107874,1.5904706702314966,0.7778290217458486,1.7456283796918481,1.6571757467210713,0.5019837615070128,0.49801623849298715,0.6139697656138159,0.3860302343861841,0.3903525528274577,0.2236172127863582,0.4375162134444242,0.5624837865555758,0.27286161203753007,0.16465460140689414
KARMA,0.9365352906712345,1.1180451129585296,1.1745148725641972,1.7861748572237746,2.1528260472825194,0.4836138515950392,0.5163861484049608,0.5278665247109967,0.4721334752890033,0.3384073013092831,0.18945922340171364,0.5401273117894128,0.45987268821058724,0.3688120207809035,0.17131529100850926
KENNY,1.077253061582602,1.3472895792307475,1.1528603782846156,1.499060714759105,1.6772170269852325,0.5185950048675689,0.48140499513243107,0.573976722408609,0.426023277591391,0.34429974056547796,0.229676981843131,0.5355016934276094,0.46449830657239055,0.33547992155406486,0.20002177187354458
LACEFIELD,0.9522863678479249,0.9563247226701466,1.1103973268878582,2.2628208422170353,1.3971808977035571,0.48778006317672756,0.5122199368232725,0.48883741619585475,0.5111625838041453,0.33901692655361704,0.14982048964223774,0.5261555787342325,0.47384442126576753,0.306666269755391,0.21948930897884142
LLAMAGOD,0.9034143206358499,1.2582403305494312,1.4812832343008084,2.5484921242032255,1.4250335596538712,0.4746283091608019,0.5253716908391981,0.5571773356130348,0.44282266438696516,0.40015927946104524,0.1570180561519896,0.5969827280593437,0.4030172719406563,0.3508076903231435,0.2461750377362002
LOONY,0.9663214831375984,1.2298908576745942,1.1725077675243585,1.5276209167820642,1.7498732171539138,0.49143616210492147,0.5085638378950785,0.5515475582321397,0.44845244176786025,0.333339378924018,0.21820817930812172,0.5397024512646361,0.4602975487353639,0.3434379660883989,0.1962644851762372
LUCKY,0.9459133555754998,1.146915340935144,0.8778526899705249,1.718123894348014,1.3657476335372294,0.4861025044435999,0.5138974955564001,0.5342154481208261,0.4657845518791739,0.3376771485857469,0.19653829953507926,0.46747686581544573,0.5325231341845542,0.26987469591853175,0.19760216989691398
MADCAT,1.0202754554624054,1.0374736555813562,1.1691274146783235,1.6741187411581064,1.7134510525837054,0.5050179928206286,0.49498200717937135,0.509196108003336,0.49080389199666397,0.3187796914971589,0.19041641650617713,0.5389851268150159,0.46101487318498413,0.340350577538071,0.19863454927694485
MALLS,0.7983385498544395,1.1903002106714733,1.234183134742754,2.0373417898238344,1.8382415082004735,0.44393117742988847,0.5560688225701116,0.5434415816024447,0.4565584183975553,0.36452145367243516,0.17892012793000955,0.5524091179234772,0.44759088207652276,0.35777835224430127,0.19463076567917598
MAUX,1.0763795176925524,1.0115295211360154,1.0377023490869681,1.572109105758915,1.622352477808636,0.518392475229536,0.481607524770464,0.5028658592913674,0.4971341407086326,0.30735865543074653,0.19550720386062084,0.5092511914470387,0.4907488085529613,0.3150548750645082,0.1941963163825305
MAYHEM,0.8561423236139397,1.1547753604963245,1.33139906115443,2.6252498253199366,1.777352782422142,0.461248209645377,0.5387517903546231,0.5359145002615665,0.4640854997384335,0.3880862053621189,0.1478282948994476,0.5710730021891516,0.4289269978108484,0.3654552622306303,0.20561773995852128
METHODZSICK,1.0513801119837352,1.191183781591236,0.8860682137305566,1.713124194918981,1.2799331284269986,0.5125233036246143,0.4874766963753857,0.5436256837964543,0.45637431620354574,0.34325679363855716,0.2003688901578971,0.46979648311762495,0.5302035168823751,0.263739350449987,0.20605713266763795
METHODZ,1.2402423548457098,0.9625796815014891,1.1842762867484866,1.38315259978184,1.873390899577017,0.5536197242959136,0.44638027570408645,0.49046654796969,0.50953345203031,0.2846607812661274,0.20580576670356263,0.542182458296702,0.457817541703298,0.35349164759756774,0.18869081069913424
MOOSE,0.9038306952036521,1.0654870532699252,1.3126878418481618,2.2874710892167975,1.6909284666140278,0.4747432098246371,0.5252567901753629,0.5158526903294433,0.48414730967055675,0.35893794451723315,0.1569147458122101,0.5676026907285249,0.43239730927147513,0.35667077716386053,0.21093191356466431
NAGAFEN,0.8459863811851771,1.4624680916766335,1.4042838608447792,1.7363121486216222,1.9104645185623423,0.4582841941889242,0.5417158058110758,0.5939033673654123,0.40609663263458773,0.376858185709298,0.21704518165611425,0.5840757340322388,0.4159242659677612,0.3833944577936438,0.20068127623859497
NAMELESS,0.9905174508934924,1.1160706084176193,1.2688744564596988,1.7045004226514124,1.7837915010166698,0.4976180693361289,0.502381930663871,0.5274259771757843,0.4725740228242157,0.3324080830174571,0.1950178941583272,0.5592528281355956,0.4407471718644044,0.35835673806155427,0.20089609007404136
NIMBLE,0.8287888307868413,1.0878114480058707,1.0716246101988334,2.1458755712939093,2.693560371456169,0.4531900112438092,0.5468099887561908,0.5210295446194966,0.4789704553805034,0.3554064826732813,0.1656230619462153,0.5172870629761341,0.48271293702386586,0.3772359981624308,0.14005106481370333
NOVA,0.9121181573233407,1.046248695589154,0.9950686198947651,2.003531518463166,1.9537668435776827,0.47701976670738805,0.5229802332926119,0.5113008491315955,0.48869915086840454,0.34106762667711105,0.1702332224544844,0.49876410764620843,0.5012358923537916,0.3299071415892357,0.16885696605697278
OCTANE,1.21528446191465,1.0784865087585178,1.2843826580668987,1.3510320807881573,2.048455318217393,0.5485907037258279,0.45140929627417214,0.5188806875646736,0.48111931243532635,0.2981773242185109,0.22070336334616275,0.5622449695681787,0.4377550304318213,0.3778089484107633,0.18443602115741545
PANDUR,0.9594736705223286,1.1709113790887768,1.2539551660419423,1.7985706228320222,1.8465764155957831,0.48965887368446537,0.5103411263155346,0.5393639696062849,0.46063603039371515,0.3466355941971005,0.19272837540918433,0.5563354519797082,0.44366454802029176,0.3608952561951632,0.19544019578454505
PARASITE,1.0618266330138668,0.9358538932628941,1.537156629400286,1.689278206176033,1.6939930443289755,0.514993169654495,0.48500683034550496,0.48343208984925323,0.5165679101507468,0.30366932349096704,0.1797627663582862,0.6058579953590124,0.3941420046409876,0.3809658054424937,0.22489218991651871
PRESTINNI,0.9530922219576216,1.434981894979654,1.1796393315682148,2.040198903572337,1.941975636179472,0.4879914072886528,0.5120085927113471,0.5893193283852504,0.41068067161474964,0.39547696902751883,0.19384235935773153,0.5412084992609689,0.4587915007390311,0.3572475946887622,0.18396090457220668
PRIESTAH,1.039798883957658,1.229635045989467,1.0610900773130931,1.6021391210308806,1.6658724404275889,0.5097555901884894,0.49024440981151063,0.5514961061458288,0.4485038938541712,0.33955659004211464,0.21193951610371412,0.5148198465427413,0.48518015345725873,0.3217048877264194,0.19311495881632187
PROTO,0.8459513940582619,1.0766107502056996,1.1401989269393313,2.0389678269394826,1.6525286865470545,0.45827392681151063,0.5417260731884894,0.5184461026694845,0.48155389733051546,0.34784669780786515,0.17059940486161942,0.5327537139596242,0.46724628604037577,0.33190622957175897,0.20084748438786523
RATED,1.1047433609491935,0.988346399417641,1.230340392712205,1.5735310249360246,1.7908709858990666,0.5248826918503633,0.4751173081496367,0.49706952455925885,0.5029304754407411,0.3039226303726556,0.19314689418660327,0.5516379458186873,0.4483620541813127,0.35397995710984004,0.1976579887088473
REEDY,0.8388682399111738,1.1343941723122941,1.0888967571396695,1.985460261879897,1.7132767369009663,0.45618724697300506,0.5438127530269949,0.5314829786493228,0.4685170213506772,0.3534591792922828,0.17802379935704,0.521278398952899,0.47872160104710104,0.3291570455120813,0.19212135344081768
REPLAYS,0.9914643970801458,1.0915455597242254,0.9606018510814647,1.6170886134051599,1.522407334247615,0.49785695317165374,0.5021430468283463,0.5218846678473253,0.47811533215267465,0.3224704542153734,0.19941421363195191,0.4899525370495791,0.5100474629504209,0.2957124829562848,0.1942400540932943
RICKY,0.9616810137124513,1.1136793459828613,1.3349820908119343,1.9378482166702833,1.7922839352915272,0.49023312505455957,0.5097668749454405,0.5268913414418591,0.4731086585581409,0.3475453362765445,0.17934600516531465,0.5717311906010064,0.4282688093989936,0.36697723153010875,0.20475395907089766
RISKIN,0.83524107882044,1.12181074019879,1.1569478612209982,2.2088064943243464,1.8003691537181696,0.45511245822661756,0.5448875417733825,0.5287044310529264,0.4712955689470736,0.3639377391417485,0.16476669191117793,0.5363819320908744,0.46361806790912563,0.34484220905875296,0.19153972303212138
ROYALTY,1.0802392414340811,1.3281610032267996,1.0983089862584574,1.331633780607958,1.8088321540610963,0.5192860609096974,0.4807139390903026,0.570476441013309,0.42952355898669103,0.32580832642433566,0.24466811458897333,0.5234257649617549,0.47657423503824514,0.3370758030371986,0.1863499619245563
SAINTS,0.9856346321984862,1.1467958202328108,1.1284389808681174,2.061680662937931,1.69644333682579,0.4963826759544357,0.5036173240455644,0.5341895160334558,0.46581048396654423,0.3597136072622067,0.17447590877124905,0.5301721078270545,0.4698278921729455,0.3335530650359812,0.19661904279107328
SCUMP,1.067154970351826,1.1802027010319724,1.2285960475340707,1.7285777241065314,1.8423893908239213,0.5162433323371969,0.4837566676628031,0.5413270520549938,0.45867294794500624,0.3429353964783689,0.19839165557662486,0.5512870082011971,0.44871299179880286,0.3573350430056769,0.19395196519552024
SEANY,0.9313616786705596,1.3017508107585973,1.2551069388404514,1.7841289964791809,1.9228717854072963,0.4822305883751698,0.5177694116248301,0.5655481056742081,0.4344518943257919,0.3624152384868751,0.203132867187333,0.5565620491087718,0.44343795089122817,0.36614587967997286,0.19041616942879894
SHOCKZ,1.0736932695489354,1.2029321642792108,1.117437777219508,1.850734991705503,1.9171481695110846,0.5177686041207447,0.48223139587925534,0.5460595581583896,0.4539404418416104,0.35450911248483374,0.19155044567355584,0.5277311046593587,0.4722688953406413,0.3468245911764297,0.18090651348292897
SILLY,1.0120031038586041,1.1088226688914187,1.197238905164442,1.7442459559013699,1.670637675637453,0.5029828740908959,0.4970171259091041,0.5258017590802515,0.4741982409197485,0.3342002162413016,0.19160154283894995,0.5448833544456289,0.45511664555437115,0.34085591956883643,0.20402743487679242
SKRAPZ,1.0791712743145605,1.2570197236996004,1.3546513307678796,1.6851537956950595,1.7894273277395691,0.5190391420111988,0.48096085798880117,0.5569378550397215,0.4430621449602785,0.3495240912796622,0.20741376376005927,0.5753086722721329,0.4246913277278671,0.3690625132304711,0.2062461590416618
SLACKED,0.9884825333012264,1.130677647676842,1.2737333603391665,1.7057155424313204,2.2545679158250835,0.49710395577886907,0.502896044221131,0.5306657480119822,0.4693342519880178,0.33453805473084264,0.19612769328113955,0.5601946923755243,0.43980530762447567,0.3880690195168873,0.172125672858637
SLASHER,1.1857301818333459,1.136170085725655,1.299743106744581,1.4815568402695367,1.5106922792355955,0.5424869875012567,0.4575130124987433,0.5318724821201206,0.4681275178798794,0.3175423190994135,0.21433016302070712,0.5651688238276502,0.4348311761723498,0.34006404754669506,0.22510477628095515
SPACELY,0.9109446356546368,1.1826887347137567,1.224566823686209,2.2408354994598287,1.7446364455494086,0.4766986016539262,0.5233013983460738,0.5418494702905302,0.4581505297094698,0.3746550939080067,0.1671943763825235,0.5504742813960722,0.44952571860392776,0.34991063942859085,0.20056364196748136
SPOOF,0.9751722119731675,1.213515132117792,1.08593644322658,1.7814395067782869,1.754718783547078,0.49371503206750006,0.5062849679324999,0.5482298785808413,0.45177012141915873,0.3511269477981221,0.19710293078271918,0.5205990080631726,0.4794009919368274,0.33161456029575653,0.18898444776741607
SUKRY,0.997765431119754,1.0739844622337018,0.8910096747536232,1.9820129172841865,1.470846666878533,0.49944073291953167,0.5005592670804684,0.5178363106332098,0.4821636893667902,0.34418303514544973,0.17365327548776005,0.4711819757716002,0.5288180242283997,0.28048540925140686,0.19069656652019332
SWIFTAZOR,0.8996941282282935,1.1483684946066264,1.1786070898415122,1.8774918686899338,2.955238983293002,0.47359946786137236,0.5264005321386276,0.5345305041893647,0.46546949581063535,0.34876785790507614,0.18576264628428854,0.5409911201231116,0.45900887987688843,0.40421275542548707,0.13677836469762447
SWIFTY,0.9135362326859738,1.3290202272300256,1.0031010392174735,2.0834884821676765,3.3795787400347232,0.4774073346934593,0.5225926653065407,0.5706349011878997,0.4293650988121003,0.38557343444723385,0.18506146674066587,0.5007740596097651,0.49922594039023493,0.38643108524282976,0.1143429743669353
TEMP,1.056186837777385,1.147789269933634,1.1889140191023035,1.7276184659714835,1.7435426138110028,0.5136628726400466,0.4863371273599534,0.5344049744550127,0.46559502554498733,0.33848132123077923,0.19592365322423344,0.5431524531008713,0.45684754689912865,0.34517759739181836,0.197974855709053
THEORY,0.8193558765571206,1.3617553503496462,1.1653806475495776,1.8620405659391432,1.6827097568359062,0.4503549234730471,0.5496450765269529,0.5765861185190265,0.4234138814809735,0.37512631903857196,0.20145979948045453,0.5381874308650372,0.4618125691349628,0.3375740661528603,0.20061336471217692
TJHALY,0.9558200559029513,1.5760991330714003,1.2817410064015151,1.8608609465293948,1.8412208201213125,0.48870551921080185,0.5112944807891981,0.6118161808440453,0.3881838191559547,0.39795881682701406,0.2138573640170313,0.5617381652017208,0.4382618347982792,0.36402802552389874,0.19771013967782208
TOMMEY,0.9901100451413035,1.2375166004276936,1.223040478067903,1.5526259019677546,1.6249336259111749,0.49751522412470556,0.5024847758752944,0.5530759415108458,0.4469240584891542,0.3364065341039502,0.2166694074068956,0.5501656358191356,0.4498343641808644,0.34057342731970713,0.20959220849942842
VORTEX,0.8042509833325533,1.2910705479097146,1.2388656086582106,2.3199974346945758,1.735594238699082,0.44575338506788914,0.5542466149321108,0.5635228252083456,0.4364771747916544,0.39378690333098815,0.16973592187735745,0.553345231561569,0.446654768438431,0.35106916893003143,0.20227606263153758
WAILERS,1.0320928361336914,1.0490777038224548,1.145625627800968,2.0162196508293246,2.669514098223225,0.5078964985169555,0.4921035014830445,0.5119755594751001,0.4880244405248999,0.34223475186039937,0.16974080761470073,0.5339354698960737,0.46606453010392634,0.38842970112014646,0.1455057687759272
WUSKIN,1.0789574992516093,0.9095938084398918,1.1556949935380032,1.5790989103820054,1.9100026172122242,0.5189896857631848,0.4810103142368152,0.476328423573501,0.523671576426499,0.29164049956404564,0.18468792400945538,0.5361124820544466,0.4638875179455534,0.3518815542595977,0.1842309277948489
XOTIC,0.9880599083260228,1.2933209689569507,1.1591876729865744,1.6059098617745746,1.5356803282085607,0.49699704932834976,0.5030029506716502,0.5639511374394224,0.4360488625605776,0.34753876427491753,0.21641237316450482,0.5368628616627815,0.4631371383372185,0.32513946116534137,0.21172340049744015
ZAYROX,0.9111572726573345,0.9169154244360923,1.2533017102320971,2.4651019168487522,1.6670236114944497,0.47675682461780455,0.5232431753821954,0.4783285755582177,0.5216714244417824,0.34028687085903203,0.13804170469918564,0.5562067895927719,0.4437932104072281,0.3476571587625053,0.20854963083026662
ZED,0.9884677299719177,1.1308996806641918,1.2324477040622792,1.5979039302971771,2.318945286309919,0.49710021192341775,0.5028997880765822,0.5307146511522755,0.46928534884772455,0.3264289402901473,0.20428571086212816,0.5520611756412716,0.44793882435872845,0.3857248464711496,0.16633632917012198
ZER0,1.0154212433582188,1.391767614636685,1.2947210591054004,1.6941045330949793,1.9282519542798873,0.5038258114548111,0.4961741885451889,0.5818991803884331,0.41810081961156687,0.3659093502833819,0.21598983010505124,0.5642171862100523,0.43578281378994765,0.37153663992529656,0.19268054628475575
